score,name,category,reviews,rating,phone,website,email,address,flags,sector
80,Riviera Wholesale Coffee,Manufacturer,17,5.0,(480) 802-8077,http://www.rivieracoffee.com/,,"6700 W Chicago St, Chandler, AZ 85226, USA",,specialty-distribution
80,Arizona Coffee Techs,Wholesaler,32,4.8,(480) 361-5690,http://www.arizonacoffeetechs.com/,,"1515 W Deer Valley Rd Ste B106, Phoenix, AZ 85027, USA",,specialty-distribution
77,Ancala HOA,Association / Organization,5,4.6,(480) 284-5551,https://ancalainfo.org/ancala-hoa/,,"11806 E Vía Linda, Scottsdale, AZ 85259, USA",recurring/route sector,hoa-management
77,Lunar Pest Control,Services,101,4.9,(480) 864-2728,https://lunarpestcontrol.com/,,"2858 W Gail Dr, Chandler, AZ 85224, USA",recurring/route sector,pest-control
77,Fiesta Shredding,point_of_interest / establishment,9,4.6,(602) 265-3599,http://www.fiestashredding.com/,,"1902 N 25th Dr, Phoenix, AZ 85009, USA",recurring/route sector,document-destruction
77,A-1 Shredding,point_of_interest / establishment,90,4.9,(602) 759-5103,http://www.shredarizona.com/,,"625 W Southern Ave Ste E, Mesa, AZ 85210, USA",recurring/route sector,document-destruction
77,"Ranger Shredding, Inc.",point_of_interest / establishment,9,4.6,(602) 691-7264,http://www.rangershredding.com/,,"236 E Pima St Ste 107, Phoenix, AZ 85004, USA",recurring/route sector,document-destruction
77,Highline Window Cleaning,Services,138,5.0,(480) 253-9540,http://hlwindowcleaning.com/,,"600 W Grove Pkwy Apt 2107, Tempe, AZ 85283, USA",recurring/route sector,window-cleaning
77,Uptown Window Cleaning,Services,108,5.0,(602) 695-9660,http://www.uptownwindowphx.com/,,"7032 N 14th Dr, Phoenix, AZ 85021, USA",recurring/route sector,window-cleaning
77,Purilly Window Cleaning AZ,Services,89,4.9,(480) 454-5631,https://www.purilly.com/locations/window-cleaning-phoenix-az,,"2450 E Chambers St, Phoenix, AZ 85040, USA",recurring/route sector,window-cleaning
77,Sun Valley Window Washers LLC,Services,105,4.8,(480) 630-5059,https://sunvalleywindowwashers.com/,,"409 E McKinley St, Tempe, AZ 85288, USA",recurring/route sector,window-cleaning
77,Salt River Shine Window Cleaning,Services,95,5.0,(602) 568-7321,https://www.saltrivershine.com/,,"6991 E Camelback Rd #300, Scottsdale, AZ 85251, USA",recurring/route sector,window-cleaning
77,CLEAN VIEW WINDOW WASHING LLC,Services,83,5.0,(480) 239-5953,http://cleanviewwindowwashing.com/?utm_source=gmb&utm_medium=referral,,"10115 E Bell Rd, Scottsdale, AZ 85260, USA",recurring/route sector,window-cleaning
77,Joel's Window Cleaning,Services,5,5.0,(602) 312-5796,https://maps.google.com/?cid=18163483042781268356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"7222 N 36th Ln, Phoenix, AZ 85051, USA",recurring/route sector,window-cleaning
77,10x Window Cleaners,Services,97,5.0,(815) 883-1051,https://www.facebook.com/10xWindowCleaners,,"17020 E Enterprise Dr A-1, Fountain Hills, AZ 85268, USA",recurring/route sector,window-cleaning
77,A Clean Expression Window Cleaning LLC,Services,84,5.0,(602) 776-9274,https://www.acleanexpression.com/,,"16652 N 59th Pl, Scottsdale, AZ 85254, USA",recurring/route sector,window-cleaning
77,State Forty-Eight Window Cleaning - Scottsdale,Services,135,5.0,(602) 758-7411,https://state48windowcleaning.com/?y_source=1_NzAxODk0MjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,"11702 E Desert Holly Dr, Scottsdale, AZ 85255, USA",recurring/route sector,window-cleaning
77,Arizona Window Washers,Services,7,5.0,(480) 335-7373,https://arizonawindowwashers.com/,,"15333 N Pima Rd Ste 305, Scottsdale, AZ 85260, USA",recurring/route sector,window-cleaning
77,Hang Tight Window Cleaning,Services,115,5.0,(480) 562-1655,https://www.hangtightcleaning.com/,,"5975 S Joslyn Ln, Gilbert, AZ 85298, USA",recurring/route sector,window-cleaning
77,AZ Mobile Pool Service,Services,82,5.0,(602) 595-4586,http://www.azmobilepoolservice.com/,,"4041 E Hartford Ave, Phoenix, AZ 85032, USA",recurring/route sector,pool-service
77,Bestway Pool Service & Repair Co.,Services,117,4.8,(602) 207-8536,https://bestwaypoolservice.com/,,"11028 N 32nd St, Phoenix, AZ 85028, USA",recurring/route sector,pool-service
77,Splash Pool Service,Services,7,5.0,(480) 345-7665,http://www.splashpoolservice.info/,,"3850 E Baseline Rd, Mesa, AZ 85206, USA",recurring/route sector,pool-service
77,Five Star Pool Service,Services,5,4.6,(602) 809-7665,http://www.myfivestarpool.com/,,"3137 E Nora Cir, Mesa, AZ 85213, USA",recurring/route sector,pool-service
77,Valley Pool Service LLC,Services,135,4.9,(480) 717-9018,http://www.valleypool-service.com/,,"3503 E Palo Verde St, Gilbert, AZ 85296, USA",recurring/route sector,pool-service
77,Off the Deep End Pool Service LLC,Services,118,5.0,(602) 920-3409,http://www.otdepoolservice.com/,,"3454 N San Marcos Pl, Chandler, AZ 85225, USA",recurring/route sector,pool-service
77,Beyond Pool Cleaning,Services,97,4.9,(480) 908-8644,http://www.beyondpoolcleaning.com/,,"7701 E Gray Rd, Scottsdale, AZ 85260, USA",recurring/route sector,pool-service
77,Good Neighbor Pool Service,Services,88,4.9,(480) 300-4425,https://goodneighborpoolservice.com/,,"3014 Hayden Rd Ste 116, Scottsdale, AZ 85251, USA",recurring/route sector,pool-service
77,Marlin Pools – Pool Cleaning & Repair,Services,104,4.9,(480) 404-5554,https://marlinpoolsaz.com/weekly-pool-cleaning-service?utm_source=gmb&utm_medium=local,,"7625 E Redfield Rd Ste 150, Scottsdale, AZ 85260, USA",recurring/route sector,pool-service
77,Priority Pool Service,Services,95,4.9,(602) 535-1005,https://dive.prioritypools.com/gbpscottsdale,,"6931 E Thomas Rd, Scottsdale, AZ 85251, USA",recurring/route sector,pool-service
77,Scottsdale Pool Service and Repair,Services,6,4.5,(480) 739-3963,https://scottsdalepoolserviceandrepair.com/,,"24616 N 72nd Pl, Scottsdale, AZ 85255, USA",recurring/route sector,pool-service
77,Scottsdale Pool Service and Repair,Services,5,5.0,(480) 906-3926,https://scottsdalepoolserviceandrepair.com/,,"6870 E Kathleen Rd, Scottsdale, AZ 85254, USA",recurring/route sector,pool-service
77,Pool Rescuers | Gilbert Pool Cleaning & Repair,Services,100,4.9,(480) 512-1346,https://poolrescuer.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,,"56 N Quartz St, Gilbert, AZ 85234, USA",recurring/route sector,pool-service
77,Eco Pest Control of Phoenix,Services,7,5.0,(602) 786-7503,https://ecopestcontrolservice.com/locations/phoenix-az.html,,"101 N 1st Ave, Phoenix, AZ 85003, USA",recurring/route sector,pest-control
77,Russell Pest Control,Services,95,5.0,(623) 469-7583,https://www.russellpestcontrol.com/,,"6750 N 7th Ave, Phoenix, AZ 85013, USA",recurring/route sector,pest-control
77,Assured Pest Control & Termite Treatment Mesa AZ,Services,92,5.0,(480) 690-1620,https://assuredpest.com/?utm_source=google&utm_medium=organic&utm_content=gbp&utm_campaign=mesa-az,,"10165 E Hampton Ave #107, Mesa, AZ 85209, USA",recurring/route sector,pest-control
77,aloe pest control,Services,124,5.0,(480) 876-1719,https://www.aloepest.com/,,"127 W Juanita Ave #208, Mesa, AZ 85210, USA",recurring/route sector,pest-control
77,Watts Pest Prevention | Pest Control Phoenix,Services,103,4.9,(602) 759-6884,https://wattspest.com/,,"4534 E Gary St, Mesa, AZ 85205, USA",recurring/route sector,pest-control
77,HOLLYWOOD PEST CONTROL,Services,133,4.9,(480) 844-2847,http://hollywoodpestcontrol.com/,,"711 E Main St, Mesa, AZ 85203, USA",recurring/route sector,pest-control
77,Lady Bug Eco-Friendly Pest Control,Services,106,4.5,(480) 833-1111,http://ladybugpestcontrol.com/,,"1641 E University Dr, Mesa, AZ 85203, USA",recurring/route sector,pest-control
77,ICON PEST CONTROL,Services,121,4.9,(602) 748-9732,https://maps.google.com/?cid=4974427397391881971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"451 S Ridge, Mesa, AZ 85204, USA",recurring/route sector,pest-control
77,Quick Response Pest Control,Services,5,5.0,(602) 643-0299,https://maps.google.com/?cid=6815025810494841034&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"1746 E Garnet Ave, Mesa, AZ 85204, USA",recurring/route sector,pest-control
77,Critter Getter Pest Control,Services,132,4.5,(480) 984-2660,https://www.azcrittergetter.com/,,"318 N Power Rd, Mesa, AZ 85205, USA",recurring/route sector,pest-control
77,Vault Pest Control and Termite,Services,87,5.0,(480) 518-7797,http://vaultpestcontrol.com/,,"25621 S 203rd Pl, Queen Creek, AZ 85142, USA",recurring/route sector,pest-control
77,Fromms Pest Control,Services,81,5.0,(602) 671-6282,https://frommspestcontrol.com/services/pest-control/scottsdale-az?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-scottsdale,,"8711 E Pinnacle Peak Rd Ste F-211, Scottsdale, AZ 85255, USA",recurring/route sector,pest-control
77,Atomic Pest Control - Scottsdale,Services,92,5.0,(480) 832-8888,https://atomicpestcontrol.com/locations/pest-control-scottsdale-az?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-scottsdale,,"16427 N Scottsdale Rd Ste 410, Scottsdale, AZ 85254, USA",recurring/route sector,pest-control
77,Hatch Pest Control,Services,6,5.0,(480) 266-5159,https://www.hatchpestcontrol.com/,,"12291 E Cortez Dr, Scottsdale, AZ 85259, USA",recurring/route sector,pest-control
77,Figz Pest Control,Services,108,5.0,(480) 465-1577,https://figzpestcontrol.net/,,"1983 E Tyson Pl, Chandler, AZ 85225, USA",recurring/route sector,pest-control
77,Spark Pest Control - Gilbert Office,Services,116,5.0,(480) 619-5850,https://sparkpest.com/pest-control-services-in-gilbert/,,"700 N Neely St Ste 21, Gilbert, AZ 85233, USA",recurring/route sector,pest-control
77,Varsity Termite and Pest Control Gilbert,Services,6,5.0,(480) 382-9900,https://varsitytermiteandpestcontrol.com/gilbert-pest-control/,,"2180 E Aris Dr, Gilbert, AZ 85298, USA",recurring/route sector,pest-control
77,Healthy Eats Smart AI Vending & Food Services,Manufacturer,6,5.0,(602) 935-1162,https://gethealthyeats.com/smart-vending-machine/,,"1166 E Warner Rd, Gilbert, AZ 85296, USA",recurring/route sector,vending-micromarket
76,My Arizona HOA Manager,Services,13,3.7,(602) 993-1768 ext. 108,https://myarizonahoamanager.com/,,"15650 N Black Cyn Hwy B-115, Phoenix, AZ 85053, USA",recurring/route sector,hoa-management
76,Thrive Community Management,Association / Organization,38,3.7,(602) 358-0220,https://thrivewithus.us/,,"3100 W Ray Rd #201, Chandler, AZ 85226, USA",recurring/route sector,hoa-management
76,Thrive Community Management,Association / Organization,12,3.0,(623) 432-5677,https://thrivewithus.us/,,"16165 N 83rd Ave Ste 200, Peoria, AZ 85382, USA",recurring/route sector,hoa-management
76,Focus HOA Management,Services,53,3.3,(602) 635-9777,http://www.focushoa.com/,,"4135 S Power Rd Ste 133, Mesa, AZ 85212, USA",recurring/route sector,hoa-management
76,Mission Linen and Uniform Service,Home Goods Store,17,3.5,(602) 271-9114,http://www.missionlinen.com/,,"2652 S 16th St suite b, Phoenix, AZ 85034, USA",recurring/route sector,mat-rental
76,Ace Vending Inc,Manufacturer,21,3.3,(602) 865-0440,https://maps.google.com/?cid=7248610267899266624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"335 W Rawhide Ave, Gilbert, AZ 85233, USA",recurring/route sector,vending-micromarket
74,The Grand - SCG Community Association Management,Services,75,4.3,(623) 546-7444,https://livegrandaz.com/,,"19726 N Remington Dr, Surprise, AZ 85374, USA",,hoa-management
74,"Choice Community Association Management, Inc.",Association / Organization,44,4.2,(602) 843-1333,http://choice-cam.com/,,"15420 N 67th Ave Ste B, Glendale, AZ 85306, USA",,hoa-management
74,Go Win Property Management,Services,22,4.4,(480) 400-2920,https://www.gowinpm.com/,,"2800 S Rural Rd #102, Tempe, AZ 85282, USA",,hoa-management
74,Mi Casa Property Management,Services,35,4.3,(480) 969-4180,https://maps.google.com/?cid=11800178246851346457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"2135 E University Dr Ste # 119, Mesa, AZ 85213, USA",,hoa-management
74,Terravita Community Association,Association / Organization,13,4.0,(480) 488-0815,https://www.terravita.com/,,"7190 E Terravita Way, Scottsdale, AZ 85250, USA",,hoa-management
74,Phoenix Water Softeners,Store,12,4.3,(623) 283-1473,https://bestphoenixplumberrepair.com/scottsdale-plumbing-draining-water-heater-repair/,,"7272 E Indian School Rd Ste 20642, Scottsdale, AZ 85251, USA",,water-treatment
74,Phoenix Water Softeners,Store,10,4.2,(623) 280-2530,https://bestphoenixplumberrepair.com/tolleson-plumbing-draining-water-heater-repair/,,"120 N 83rd Ave Ste 101 B34, Tolleson, AZ 85353, USA",,water-treatment
74,Leaf Home Water Filtration,store / supplier / point_of_interest,76,4.3,(623) 562-3234,https://www.leafhome.com/locations/arizona/phoenix/water-solutions?y_source=1_MTAzNTcyMjM1MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,"22405 N 19th Ave, Phoenix, AZ 85027, USA",,water-treatment
74,Unicoa Industrial Supply,Building Materials Store,45,4.3,(602) 254-4666,http://www.unicoa.com/,,"2121 N 23rd Ave, Phoenix, AZ 85009, USA",,specialty-distribution
74,Exotic Wholesale Vape & Smoke Wholesaler,Wholesaler,25,4.1,(602) 607-5666,https://exoticwholesale.com/,,"4232 W Bethany Home Rd, Phoenix, AZ 85019, USA",,specialty-distribution
74,General Supply Wholesaler Inc,Wholesaler,11,4.3,(602) 353-0330,http://www.shopgsw.com/,,"2972 W Thomas Rd, Phoenix, AZ 85017, USA",,specialty-distribution
74,Peddler's Son,Wholesaler,80,4.0,(602) 253-3577,https://www.peddlersson.com/,,"3235 E Jackson St, Phoenix, AZ 85034, USA",,specialty-distribution
74,R & C Trading,Wholesaler,43,4.3,(602) 278-0131,http://www.rnctrading.com/,,"3401 W Buckeye Rd, Phoenix, AZ 85009, USA",,specialty-distribution
74,JFC International - Phoenix,Wholesaler,17,4.4,(480) 785-0255,https://www.jfc.com/,,"7815 S Hardy Dr, Tempe, AZ 85284, USA",,specialty-distribution
74,Breakthru Beverage Arizona,Wholesaler,61,4.0,(602) 760-5500,http://www.breakthrubev.com/Arizona,,"1115 N 47th Ave, Phoenix, AZ 85043, USA",,specialty-distribution
74,CP Distribution,Wholesaler,47,4.3,(602) 276-7300,https://maps.google.com/?cid=10347517517936923462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"401 W Watkins St, Phoenix, AZ 85003, USA",,specialty-distribution
74,Koko Wear WHOLESALE,Wholesaler,28,4.4,(602) 269-6222,https://maps.google.com/?cid=7587161862330027632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"2728 W McDowell Rd, Phoenix, AZ 85009, USA",,specialty-distribution
74,Amigos Meat Distributors East,Wholesaler,78,4.1,(602) 273-3172,https://amigosmeat.com/,,"4239 S 43rd Pl, Phoenix, AZ 85040, USA",,specialty-distribution
74,Western Paper Distributors,Wholesaler,24,4.3,(602) 269-5053,http://www.western-paper.com/,,"5502 W Buckeye Rd #200, Phoenix, AZ 85043, USA",,specialty-distribution
74,"Willie Itule Produce, Inc.",Wholesaler,52,4.3,(602) 252-7258,http://www.ituleproduce.com/,,"301 N 45th Ave, Phoenix, AZ 85043, USA",,specialty-distribution
74,Charlie's Produce,Wholesaler,80,4.2,(602) 268-6628,http://www.sternproduce.com/,,"3200 S 7th St, Phoenix, AZ 85040, USA",,specialty-distribution
74,US Air Conditioning Distributors,Manufacturer,31,4.4,(480) 813-4628,https://us-ac.com/,,"634 E Baseline Rd #107, Mesa, AZ 85204, USA",,specialty-distribution
74,Consolidated Electrical Distributors,Services,39,4.4,(480) 948-3211,https://cedscottsdale.portalced.com/,,"14855 N 78th Way, Scottsdale, AZ 85260, USA",,specialty-distribution
74,Piedmont Plastics,Wholesaler,12,4.1,(602) 437-1000,https://www.piedmontplastics.com/locations/phoenix,,"4555 E Elwood St #101, Phoenix, AZ 85040, USA",,specialty-distribution
74,San Tan Wholesale,Wholesaler,11,4.2,(480) 963-1075,https://maps.google.com/?cid=2186128640788541357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"16012 S Gilbert Rd #6074, Chandler, AZ 85225, USA",,specialty-distribution
74,Canyon Distributing - Prescott Valley,Wholesaler,35,4.3,(928) 445-0652,http://canyondistributing.com/,,"10190 E Valley Rd, Prescott Valley, AZ 86314, USA",,specialty-distribution
74,SCP Distributors LLC,Sporting Goods Store,76,4.3,(480) 787-5649,http://www.scppool.com/,,"8945 S Harl Ave Ste 106, Tempe, AZ 85284, USA",,specialty-distribution
74,Dolphin Pool Maintenance,Services,55,4.0,(480) 447-6655,http://www.dolphinpoolguy.com/,,"3635 S Adelle Cir, Mesa, AZ 85212, USA",,pool-service
74,OCD Pool Maintenance,Services,18,4.4,(480) 313-4572,https://ocdpools.com/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,,"2526 E Aris Dr, Gilbert, AZ 85298, USA",,pool-service
74,Water Express,Government Office,34,4.4,(480) 442-4348,http://waterexpresssite.com/?utm_source=gmb&utm_medium=referral&utm_campaign=13423132249821585125,,"34706 N 137th St, Scottsdale, AZ 85262, USA",,coffee-water-service
71,Vip Vending AZ LLC,Manufacturer,9,4.1,(623) 229-0741,http://www.vipvendingaz.com/,,"3818 E La Salle St Ste 2, Phoenix, AZ 85040, USA",recurring/route sector,vending-micromarket
71,SSM Vending,Store,6,4.3,(877) 213-0500 ext. 1,https://ssmvending.com/contact-us-2/,,"1716 W Broadway Rd, Mesa, AZ 85202, USA",recurring/route sector,vending-micromarket
70,Community Management & Consulting,Services,60,2.2,(602) 943-2384,http://www.communitymanagementaz.com/,,"9034 N 23rd Ave #8, Phoenix, AZ 85021, USA",recurring/route sector,hoa-management
70,HOA Management Solutions,Services,69,2.1,(520) 760-7793,http://www.hoamanagementsolutions.com/,,"6725 E Broadway Blvd, Tucson, AZ 85710, USA",recurring/route sector,hoa-management
70,Larsen Vending,Manufacturer,27,1.9,(602) 257-8727,https://larsenvending.com/,,"5432 W Missouri Ave, Glendale, AZ 85301, USA",recurring/route sector,vending-micromarket
70,Arrowhead Bottled Water Delivery Phoenix,Suppliers,11,2.8,(866) 435-6331,http://delivery.arrowheadwater.com/,,"12815 N 39th Ave, Phoenix, AZ 85029, USA",recurring/route sector,coffee-water-service
67,One Way Homes - Property Management,Services,124,4.7,(480) 771-6985,http://www.onewayre.com/?utm_campaign=gmb,,"5524 E Baseline Rd, Mesa, AZ 85206, USA",,hoa-management
67,480 Realty & Property Management Mesa,Services,106,4.6,(480) 282-1234,https://480realtypm.com/,,"7205 E Southern Ave #102, Mesa, AZ 85209, USA",,hoa-management
67,Clear Property Management,Services,9,5.0,(602) 622-1508,http://clearpropm.com/,,"2812 N Norwalk Ste 113, Mesa, AZ 85215, USA",,hoa-management
67,Islands Homeowners Association,Association / Organization,104,4.6,(480) 545-7740,https://islandscommunity.org/,,"825 S Islands Dr W, Gilbert, AZ 85233, USA",,hoa-management
67,Property Management Real Estate Services,Services,109,4.8,(480) 400-9129,https://www.propertymanagementscottsdaleaz.com/,,"8655 East Vía de Ventura # G160, Scottsdale, AZ 85258, USA",,hoa-management
67,AG Homes & Property Management,Services,6,5.0,(480) 225-1004,http://www.scottsdalehomewatch.com/,,"15333 N Pima Rd Ste Suite 130, Scottsdale, AZ 85260, USA",,hoa-management
67,AZ Home Hunter at RE/MAX Signature- Property Management,Services,9,5.0,(602) 695-4163,https://azhomehunter.com/,,"633 E Ray Rd #120, Gilbert, AZ 85296, USA",,hoa-management
67,Phoenix Water Softeners,Store,9,4.6,(602) 854-9158,https://bestphoenixplumberrepair.com/chandler-plumbing-draining-water-heater-repair/,,"3133 W Frye Rd Ste 102 B33, Chandler, AZ 85226, USA",,water-treatment
67,Phoenix Water Softeners - Way Cool,Store,8,5.0,(334) 306-8267,https://bestphoenixplumberrepair.com/north-tatum-phoenix-plumbing-draining-water-heater-repair/,,"11811 N Tatum Blvd Ste 130 A101, Phoenix, AZ 85028, USA",,water-treatment
67,"BrineTek Salt Delivery LLC, We deliver salt to commercial water softeners.",point_of_interest / establishment,5,4.8,(602) 460-3689,https://brineteksalt.com/,,"4735 E Virginia St #101, Mesa, AZ 85215, USA",,water-treatment
67,365 Managed IT - IT Support & Consulting Services Tempe,Services,7,4.9,(602) 490-0990,http://www.365managedit.com/,,"688 W 1st St #4, Tempe, AZ 85281, USA",,msp-it
67,Creative IT Services | IT Support & Managed IT Services,Services,8,4.5,(602) 845-0048,http://www.creativeitaz.com/,,"2941 N Power Rd Ste 101, Mesa, AZ 85215, USA",,msp-it
67,"IT Ninjas - IT Support Company and Managed IT Services in Mesa, AZ",Services,9,5.0,(855) 394-4676,https://itninjas.com/?utm_source=gbp&utm_medium=gbp&utm_campaign=gbp_organic,,"4704 E Southern Ave, Mesa, AZ 85206, USA",,msp-it
67,ISOutsource - Phoenix IT Services,Services,6,5.0,(602) 737-1000,https://www.isoutsource.com/?utm_source=google&utm_medium=organic&utm_campaign=googlelisting-phoenix,,"5670 W Chandler Blvd Ste 110, Chandler, AZ 85226, USA",,msp-it
67,Corporate Data Solutions | IT Services Scottsdale & Phoenix,Services,105,5.0,(480) 366-4567,https://cdsi.support/,,"16410 N 91st St Ste 110, Scottsdale, AZ 85260, USA",,msp-it
67,Evernest Property Management Arizona,Services,91,4.5,(602) 675-9459,https://www.evernest.co/homes-for-rent?lat=33.448230000000024&lng=-112.07509600000003&zoom=8.5,,"4343 N Scottsdale Rd #150, Scottsdale, AZ 85251, USA",,hoa-management
67,Visionary IT Services,Services,7,5.0,(602) 837-3900,https://www.visionaryaz.com/locations/it-service-in-surprise-az/,,"15331 W Bell Rd, Surprise, AZ 85374, USA",,msp-it
67,"1IT, LLC - IT Support, Managed IT Services",Services,9,5.0,(480) 822-8669,https://www.1itaz.com/,,"21012 S Cooper Rd, Chandler, AZ 85286, USA",,msp-it
67,Stevens Equipment Supply,Wholesaler,9,4.6,(480) 999-4198,http://www.stevensequipmentsupply.com/,,"2620 S 12th Pl, Phoenix, AZ 85034, USA",,specialty-distribution
67,PHX Wholesale,Wholesaler,5,5.0,(623) 476-9689,http://phxwholesales.com/,,"3430 W Weldon Ave, Phoenix, AZ 85017, USA",,specialty-distribution
67,Legacy Wholesale Group,Store,5,5.0,(602) 675-3030,https://legacy-wholesale-az.com/,,"7225 W Roosevelt St Ste 166, Phoenix, AZ 85043, USA",,specialty-distribution
67,Pioneer Distributing Co,Wholesaler,5,4.8,(602) 278-2693,https://pioneerdistributing.com/,,"1300 N 24th Ave, Phoenix, AZ 85009, USA",,specialty-distribution
67,Full Rack LLC: Smoke Shop Wholesale Supplier & Distributor,Store,9,5.0,(480) 590-0361,http://www.fullrackdistro.com/,,"2901 W Indian School Rd, Phoenix, AZ 85017, USA",,specialty-distribution
67,PCR Hemp Wholesale- CBD Distributors,Store,7,5.0,(480) 269-2087,http://www.pcrhempwholesale.com/,,"16428 N 32nd St Ste 110, Phoenix, AZ 85032, USA",,specialty-distribution
67,Bullseye Wholesale,Wholesaler,9,4.6,(480) 833-6500,http://www.bullseyewholesale.com/,,"2027 E Cedar St Ste 104, Tempe, AZ 85281, USA",,specialty-distribution
67,CED San Tan - Consolidated Electrical Distributors,Wholesaler,8,5.0,(480) 660-7899,https://cedsantan.portalced.com/,,"7865 E Ray Rd #114, Mesa, AZ 85212, USA",,specialty-distribution
67,SCP Distributors LLC,Sporting Goods Store,119,4.7,(480) 545-0003,http://www.scppool.com/,,"955 N Fiesta Blvd #1, Gilbert, AZ 85233, USA",,specialty-distribution
67,Arizona Wholesale Solar,Services,90,4.8,(480) 200-4486,https://azsolarnow.com/,,"1910 S Stapley Dr #221, Mesa, AZ 85204, USA",,specialty-distribution
67,"Silesia Brands, Inc.",wholesaler / food / point_of_interest,8,5.0,(480) 980-4080,http://www.silesiabrands.com/,,"4202 E Elwood St #24, Phoenix, AZ 85040, USA",,specialty-distribution
67,Shang Cha Boba Supply,Wholesaler,5,5.0,(480) 806-8508,http://shangchabobasupply.com/,,"228 S Clark Dr Ste 101, Tempe, AZ 85288, USA",,specialty-distribution
67,Controlled Products Systems Group,Wholesaler,9,4.7,(602) 426-8065,http://www.controlledproducts.com/,,"1919 W Fairmont Dr #6, Tempe, AZ 85282, USA",,specialty-distribution
67,CMI,Wholesaler,5,5.0,(602) 426-1707,http://www.cmimoulding.com/,,"3125 S Fair Ln, Tempe, AZ 85282, USA",,specialty-distribution
67,Baker Pool Maintenance LLC,Services,118,4.9,(425) 344-1096,http://bakerpoolmaintenance.com/,,"8550 E Monte Ave, Mesa, AZ 85209, USA",,pool-service
67,Clear Water Pool Repair LLC,Swimming Pool,9,5.0,(602) 810-1615,https://clearwaterpoolrepairaz.com/,,"1535 N Horne Unit 51, Mesa, AZ 85203, USA",,pool-service
67,Copper State Pest Management,Services,149,5.0,(480) 514-8775,https://copperstatepest.com/,,"4704 E Paradise Village Pkwy N #149, Phoenix, AZ 85032, USA",,pest-control
67,Arrow Exterminators,Services,119,4.7,(623) 434-8586,http://www.arrowexterminators.com/arizona/phoenix-service-center,,"301 W Deer Valley Rd Ste 3, Phoenix, AZ 85027, USA",,pest-control
67,Phoenix Animal Exterminator,Services,9,4.8,(602) 704-0012,http://phoenixanimalexterminator.com/,,"2710 E Washington St, Phoenix, AZ 85034, USA",,pest-control
66,Total Property Management,Services,44,3.1,(602) 952-5581,http://www.totalpm.com/,,"4020 N 20th St #310, Phoenix, AZ 85016, USA",,hoa-management
66,Park Property Management Solutions,Services,13,3.2,(480) 726-7300,http://www.parkmanagementonline.com/,,"2325 W Guadalupe Rd Ste 109, Gilbert, AZ 85233, USA",,hoa-management
66,Dobson Greens Homeowners Association,Association / Organization,39,3.9,(480) 839-9079,https://maps.google.com/?cid=3823058817793052519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"1920 W Lindner Ave Unit 100, Mesa, AZ 85202, USA",,hoa-management
66,Grayhawk Community Association,Association / Organization,13,3.7,(480) 563-9708,http://grayhawkcommunity.org/,,"7940 E Thompson Peak Pkwy Ste 102, Scottsdale, AZ 85255, USA",,hoa-management
66,Tatum Ranch Community Association,Association / Organization,56,3.5,(480) 473-1763,https://www.tatumranch.org/,,"29811 N Tatum Blvd, Cave Creek, AZ 85331, USA",,hoa-management
66,World Class Property Management,Services,24,3.4,(877) 502-5858,http://worldclass247.com/,,"2222 S Dobson Rd Unit 204, Mesa, AZ 85202, USA",,hoa-management
66,Good Life Wholesale llc | GDLF,Wholesaler,44,3.6,(855) 633-3397,https://shopgdlf.com/,,"620 N 43rd Ave #200, Phoenix, AZ 85009, USA",,specialty-distribution
66,Sigler Wholesale Distributors,Wholesaler,13,3.1,(623) 388-5100,https://www.siglers.com/north-phoenix,,"1350 W Rose Garden Ln #100, Phoenix, AZ 85027, USA",,specialty-distribution
66,Sigler Wholesale,Manufacturer,27,3.3,(623) 388-5100,https://www.siglers.com/,,"1976 E 5th St, Tempe, AZ 85288, USA",,specialty-distribution
